"female","LHML","LHEB","LHHD","LHMLD","LHAPD","RHML","RHEB","RHHD","RHMLD","RHAPD","LRML","LRMLD","LRAPD","RRML","RRMLD","RRAPD","LFML","LFBL","LFEB","LFAB","LFHD","LFMLD","LFAPD","RFML","RFBL","RFEB","RFAB","RFHD","RFMLD","RFAPD","LTML","LTPB","LTMLD","LTAPD","RTML","RTPB","RTMLD","RTAPD","BIB","LIBL","RIBL","LAcH","RAcH"
1,316,58,40.93,18.87,19.67,318,57.5,41.53,19.14,19.98,248,13.23,12.5,244.63,15.1,12.3,453,445,73,62.94,41.05,23.57,26.65,452,447,73,63.69,41.31,22.68,26.5,349.76,68.06,25.07,25.47,379,68,22.67,28.31,258,158.93,161.15,54.8,53.2
1,305.5,53,41.55,17.97,18.81,307,53.5,41.71,20.05,24.18,234,14,11.38,235,14.1,10.65,429,428,75,65.16,42.17,26.68,26.18,433.5,431,75,64.39,41.68,24.19,25.62,361.5,65,20.45,26.14,361,70,21.17,25.34,273,151,149,48.57,47.82
0,323.5,55.5,41.18,19.59,18.17,327,56,42.44,19.34,20.85,234.44,13.25,9.12,248,13.61,10.98,436,432,76,66.42,44.96,27.68,28.37,436,431,73,64.97,44.75,26.31,28.55,377,74,22.75,34.22,378,70,24.46,32.92,275.5,135.76,147,48.95,50.02
0,336,68,48.84,24.21,23.72,333,68.5,48.73,23.81,23.79,257,17.83,13.3,257.5,18.37,13.78,453,452,76.9,57.35,47.13,27.05,31.54,452,450,84,73.48,45.87,27.17,30.91,378,74,26.82,31.82,380.5,79,24.88,31.41,280,151.9,176.91,53.58,52.66
0,338,59.5,44.34,18.03,18.86,343,60,44.61,18.39,19.5,206.24,13.15,9.27,268,14.11,10.98,466,464,78.5,68.81,44.35,24.54,29.04,432.45,395.59,75.52,72.42,38.43,25.89,24.69,380,70,22.63,29.14,381,72,24.13,24.79,269,158,154,51.07,50.2
1,274,51.5,37.17,16.21,17.37,279,52,36.11,16.32,17.28,224,13.8,10.24,229,12.81,9.6,390.5,387,66,58.03,36.26,21.47,22.67,389,382,68,58.74,35.82,20.64,22.86,333,60,17.58,22.4,338,62.5,17.47,21.31,258,139,135,42.44,42.39
0,309,61,43.57,22.51,20.08,309.5,64,43.09,21.21,21.51,253,14.86,11.72,252,13.65,11.93,451,447,80,71.03,43.94,25.1,30.1,449,444,79,70.35,44.64,24.83,29.24,371,74,25.79,29.34,370,74,25.51,32.14,267,154,154,50.59,48.92
0,307,58,43.02,19.15,20.59,313,57,42.82,19.75,22.03,246,14.23,11.57,250,13.67,11.73,435,430,77,69.13,42.2,28.11,29.74,431.5,428.5,76,67.28,42.67,27.87,30.91,369,68.5,23.77,28.62,366,70,24.86,28.66,262,153,153,48.15,48.21
0,324,59.5,45.69,20.01,18.11,321,62,44.63,21.36,18.9,252,12.21,11.12,208.69,17.09,8.96,435,430.5,79,68.2,45.73,25.09,29.27,434,429,79,67.54,45.23,25.62,29.01,366,71,22.11,29.56,361.5,72,22.1,27.13,261.5,153,152,51.47,51.43
0,340,63.5,50.98,20,19.85,341,66.5,51.63,22.8,21.74,259,16.63,11.59,263,16.36,12.89,474,467.5,84.5,75.07,46.58,25.24,34.03,460,455,87,77.61,46.69,25.4,32.51,354.91,68.8,21.94,29.24,342.19,74.1,24.65,24.87,287,168,165,51.43,50.58
0,315.5,59.5,46.83,22,22.19,323,60,46.73,21.46,22.58,258,15.22,12.79,263,15.43,12.66,457,453,80.5,70.53,44.51,26.25,29.93,460,456,80.5,71.29,45.41,26.76,29.99,325.51,71.73,20.97,27.95,377.69,81.41,18.7,23.87,289,160,158,49.53,50.98
1,314,55.5,39.88,18.83,18.41,316,55.5,39.8,18.52,19.4,240,14.94,10.54,245,16.01,11.36,442,438.5,74,64.6,41.33,24.96,25.68,434,429,74,65.2,41.37,22.3,25.74,362,69.5,20.45,23.15,362,67,22.32,22.35,283,154,155,47.15,48.74
1,280.5,49,37.51,17.34,19.16,290,48.5,37.63,16.57,18.5,224.5,11.43,10.04,282.27,10.58,9.99,399,393,66,56.39,37.92,22.91,23.46,393,388,66.5,56.09,36.93,22.36,23.43,330,61,19.64,25.04,299.62,72.41,16.91,27.17,256,142.3,143,45.28,43.42
0,337,57,44.46,17.35,21.28,339,63,46.07,20.72,21.6,256,10.21,11.69,255,12.52,12.37,455,451,80,72.2,45.61,29.29,29.59,453.5,450,80,71.33,45.92,29.19,29.97,365,75,22.76,30.02,363,74.5,23.99,28.17,280,161,158,51.68,51.03
1,300.5,50.01,39.72,18.67,15.82,305,55,39.9,19.68,19.05,236,11.67,9.76,238,14.65,12.44,417.5,410,67,56,41.47,25.42,23.17,420,418.5,65,54.74,41.41,26.29,24.45,355,72.3,14.34,29.99,305.54,63.04,21.5,18.42,266,153,151,49.62,48.96
0,309.5,57,42.37,20.17,20.97,311.5,57.5,41.15,21.63,22.64,246,12.93,11.39,249,14.06,11.49,448,445,74.5,65.72,42.23,23.09,27.76,443.5,441,75,64.49,41.78,22.23,26.37,366,69,21.73,25.67,360,68,25.79,25.72,266,155,153,49.21,48.2
1,296.5,52.5,39.69,19.53,17.24,301.5,56,40.9,20.26,18.17,233.5,13.41,10.35,240,13.77,10.35,438.76,482.95,68.76,71,40.56,27.8,28.02,452.28,392.2,83.49,72.96,43.44,26.44,22.76,364,70,19.01,24.34,360,69,22.02,21.3,251.3,149,148,47.83,47.91
1,288.5,46,36.88,17.03,16.9,295.5,46,37.11,16.36,18.97,231.91,14.1,12.49,223.5,11.08,9.87,404.5,401.5,65,56.03,35.29,23.31,21.78,406,401.5,64.5,55.52,37.47,22.11,22.44,329,56,17.84,22.24,319,58,18.31,20.96,236,134,133,42.6,44.16
0,330.5,61,44.84,21.94,20.13,331,60.5,44.83,22.21,21.37,252,13.26,11.17,248,12.84,11.24,439.5,435,77,66.73,45.71,28.39,25.34,437,432.5,77,65.07,44.18,26.4,26.81,373,69,21.55,26.7,371.5,70,25.36,25.94,275,150,149,51.29,50.13
1,309,51,40.54,21.04,18.87,318,52,39.75,20.05,23.01,237,13.6,11.54,238,14.58,10.56,443,436,69,60.9,38.86,24.48,28.14,444,436.5,72,62.1,38.95,23.74,28.92,355.5,62,20.23,25.2,360,65,22.17,23.18,269,149,153,45.11,44.57
0,323,61,45.59,16.57,19.04,324,58,45.33,18.94,18.23,253,11.33,10.21,247.5,12.64,10.06,459.5,451.5,81.5,73.21,44.64,22.98,27.03,461,452,80.5,72.11,45.23,22.67,28.4,386,75,19.87,31.85,385,73,22.97,29.2,239,155,153,49.86,50.24
1,297,53,41.6,21.92,18.58,306.5,55,42.54,21.24,19.94,233,15.2,10.37,235,15.47,10.24,431.24,435.61,70.94,75.88,44.92,24.16,28.99,444,438,68,58.83,42.12,24.25,26.1,358,69,18.86,24.18,355,72.08,20.31,23.27,249,137,145.56,48.89,48.61
0,319.78,76.66,46.19,17.18,19.54,330,55,44.89,20.07,19.53,250,13.96,12.6,255,14.57,12.89,464,460,68.91,69.26,40.05,26.48,29.4,445,443,75,65.35,43.55,26.67,31.28,383,68.5,22.87,29.43,383,69,24.6,27.5,253,151.56,147,49.81,49.46
1,304,52,39.12,19.26,18.56,309,52.5,39.43,20.37,20.4,244,11.34,10.21,232.52,15.68,11.81,430,425,70,60.61,40.83,25.34,28.61,427,423,68.5,59.97,39.64,24.08,27.85,367,67,19.08,26.14,370,66,21.18,24.72,253,147,149,46.98,47.2
0,318,58,46.14,21.83,19.86,314,57,46.77,19.57,21.25,262,11.68,11.31,259,11.43,11.17,447,445,77,68.08,45.7,24.92,30.63,452,449,79,70.55,45.95,26.12,32.7,381,74,22.37,32.09,385,74,27.81,30.14,269.18,154,156.71,50.42,49.94
1,292,50,37.73,18,17.27,291,49,37.7,17.65,17.55,233,11.28,8.97,234,11.36,9.7,405,401,61,53.04,38.3,21.82,22.25,413.5,409,63,54.22,35.34,23.86,23.97,338,70.22,16.88,22.68,339,67.61,18.78,22.47,237,134,134,44.07,43
1,303,56,39.54,22.38,20.39,307,54.5,39.12,21.86,21.07,238,15.56,11.6,243,14.61,11.76,432,426,75,66.51,43.73,23.63,26.67,433,428.5,77,66.79,43.25,25.19,30.06,361,69.5,22.71,25.58,360,70.5,22.36,23.07,259,154,154,50.42,48.75
1,308,53.5,39.37,20.08,19.68,314,53.5,39.61,19.34,21.05,235.5,14.73,10.39,243,14.69,10.53,426.5,420,82.94,56.34,41.43,27.02,24.74,429,422,70,60.18,42.14,21.99,25.67,361,64,20.93,23.68,361,65,21.2,23.16,265,153,152,47.62,48.13
1,310,53,39.85,20.27,18.67,315.5,55,39.54,20.76,20.82,244.5,14,11.64,246,13.73,11.46,435,431,71.5,62.72,43.21,25.25,29.33,431,424,70.5,60.93,41.2,22.44,27.13,361.5,66,21.24,25.84,360.5,64,23.38,23.52,256,153,157,49.56,48.31
0,315.5,56,44.51,23.09,22.34,320.5,60,45.95,22.8,23.42,256,15.46,11.55,260.5,14.21,12.99,458,455,81,70.43,45.99,28.64,29.73,456,453,81.5,70.04,45.16,27.6,30.59,392,73,23.38,29.75,288,72.5,25.6,26.23,278,156,158,49.93,50.2
0,304,59,42,19.98,18.95,296,61,41.9,21.39,17.2,228,11.84,10.63,232,12.52,11.44,422,420,78.5,66.92,41.9,29.3,26.84,423,421,78.5,68.22,43.37,30.13,26.81,355,72,23.24,28.33,356,72,23.34,26.33,261,153,137.58,47.86,48.73
1,289.5,51,37.56,21.71,16.83,298,52,37.59,22.83,18.42,232.5,12.59,10.55,239,14.43,11.33,417,413.5,69,59.51,39.23,24.26,25.3,413,411,70.5,62.21,39.72,24.22,26.89,341,64,18.64,24.17,343,65,19.3,21.79,279,144,139,45.85,45.05
1,277.5,51,36.51,20.6,16.47,283,51,35.39,21.73,17.19,225,12.26,9.79,227,13.09,10.31,397,392.5,67,55.29,37.48,22.92,22.58,392,388,67,54.97,37.92,22.21,22.57,340,59,19.15,22.38,337,61,19.16,21.25,253,141,141,43.11,43.63
0,301,57,39.19,19.33,18.43,306.5,57.5,39.35,19.08,19.17,241.5,10.54,9.19,241,11.01,9.65,427,423,73,64.52,41.64,24.78,28.65,424,422,71,61.99,40.53,24.3,28.15,358,70,23.07,29.43,358.5,69,23.66,28.76,271.5,157,158,47.6,45.22
0,286,58,39.34,18.94,18.78,289,60,42.92,19.69,19.3,225,11.95,9.8,226,13.26,10.43,405,404,76,64.91,41.71,23.25,26.03,404,403,76,65.74,41.71,24.18,25.42,322,70,19.91,25.77,321.5,69,21.07,25.13,252,152.57,134.57,47.07,46.93
0,311,56,45.92,18.4,18.46,313.5,57.5,45.41,19.71,19.87,242,13.73,11.35,241,13.62,11.43,421,417,81.5,71.95,43.69,25.13,28.25,426,419,83,72.05,44.42,26.64,28.64,340,73,24.96,25.95,342,75,25.49,26.64,267.5,157,155,50.22,50.2
1,280,54.5,38.09,18.72,16.91,283,53.93,38.19,17.85,17.09,224.35,12.84,11.68,236.84,13.46,11.66,391.5,389,70.5,58.34,38.27,24.25,24.07,393,388.5,71,60.12,37.31,23.18,25.57,327,64,21.44,24.48,329,62.5,18.66,22.22,257.5,137,136,43.34,43.24
1,307.08,50.85,47,17.62,14.91,278,52,35.9,20.71,17.85,217,13.63,9.66,218,15.7,10.25,446.56,433.39,67.29,60.95,41.29,21.64,32.05,383,381.5,67,57.69,37.36,21.62,24.15,318,61,19.78,22.57,313.5,61,19.33,21.54,275,145,146,43.86,43.76
0,301,57,40.53,17.71,15.95,302,58,43.25,18.69,17.51,250.5,11.02,10.73,253,12.59,10.74,453,447,79,70.01,43.98,25.68,26.41,442,440,78.5,68.39,43.58,25.98,25.57,370,70,20.74,25.67,369,69,21.29,22.58,274.5,144,145,48.23,47.57
1,289,50,37.41,19.26,16.29,290,51,36.76,19.21,17.82,215,11.55,10.99,220,11.72,10.68,397.5,393,66,56.72,36.01,22.17,22.88,397,394,66,56.14,37.23,24.96,23.79,327.5,61,20.79,25.22,328,62,21.97,22.88,241.5,132,133,41.14,42.72
0,312,58,42.64,18.4,18.18,317,57,44.85,18.69,19.01,245,12.81,10.91,215.89,17.14,10.21,447.5,446,79,70.06,45.52,28.04,26.14,446,445,80.5,69.29,43.65,27.05,28.61,365,70.5,21.29,25.41,368,70,22.36,21.72,267.5,154,151,49.3,50.71
1,314.5,52.5,38.06,21.6,18.04,315,53,37.6,22.74,18.89,235,11.16,10.09,240.5,12.75,9.21,419,415.5,70.5,59.21,38.14,20.57,25.25,428,418,70,60.17,38.64,22.22,25.97,350,64,19.2,24.02,351,73.77,19.11,24.05,253.5,143,150.17,41.91,40.63
1,286,51,38.22,17.03,15.97,297,51,40.82,18.24,17.21,246.93,16.34,11.42,230.5,11.89,9.87,419,414,71.5,60.59,39.31,23.42,24.38,415,411,73,62.36,40.61,23.54,25.26,348,63,19.52,21.1,349,66,21.7,21.49,254,138,139,45.35,46.4
1,294.5,52,36.66,20.7,17.34,299,52,37.64,21.39,17.91,223.5,12.47,8.91,224.5,12.63,9.76,407,403,66,55.72,38.29,20.21,25.44,406,396,64.5,54.87,37.93,20.98,25.51,328,59,19.12,21.97,328,58,19.02,21.01,255.5,131,132,44.09,44.13
0,303,56.5,44.14,17.5,16.92,307,57,42.69,17.37,17.97,230.5,11.6,9.45,234,11.96,9.93,413,409,77,66.78,43.06,25.8,25.85,416,412,78,66.13,41.95,24.8,25.49,347,73,20.49,26.38,348,73,21.69,25.01,253,144,148,46.54,45.68
1,280.5,52,38.42,17.19,16.95,280,51,37.72,17.16,16.05,206,11.1,9.28,208,11.83,8.48,394,390,68,58.75,36.62,22.68,21.92,393,387.5,68,58.28,37.38,23.82,21.75,316.5,62,19.08,24.23,312,62,20.57,23.49,264,137.43,142.38,42.66,43.37
1,278.5,49,35.5,19.74,18.02,280,49,34.76,19.18,18.38,218,11.59,9.43,217,12.5,9.35,386,383,66.5,56.42,37.87,21.69,22.28,383,381.5,68,57.61,38.13,23.04,24.19,329,60.5,17.8,21.25,329,63,18.81,21.01,264,138,136,43,43.94
1,291.5,55,36.7,21.84,17.11,295,54,36.48,22.24,16.76,224,13.76,10.09,226.5,14.07,10.57,402,398.5,68,58.53,37.89,24.84,24.24,401,398,69,59.88,37.9,23.14,24.98,352,64,18.92,22.07,349,64,18.82,20.22,268,139,138,42.71,42.6
1,338.22,58.53,40.8,22.5,19.87,289,52.5,36.74,19.15,16.78,229,12.04,9.78,233,13.95,10,416,411,66.5,58.62,39.58,23.3,25.51,411,407,67,60.4,39.8,22.06,25.16,333,63,19.64,24.3,332,63,19.45,22.94,248.5,143,141,44.27,44.59
1,282.5,52,38.01,20.48,18.19,285.5,52.5,37.91,21.57,18.25,224,11.86,9.36,227,13.25,10.15,413.5,410.5,69,59.68,40.72,21.52,22.48,417,414,70.5,61.2,40.49,22.21,23.08,340,63,19.04,20.63,342.5,63,18.8,22.34,261,146,145,46.49,45.99
1,280,52,37.08,19.53,17.24,283,52.5,36.13,20.76,17.5,218,12.12,9.56,218,13.78,10.68,390.5,386,64,53.74,38.02,22.77,25.22,390,386.5,68,56.39,37,22.79,26.56,330,59,18.47,22.18,332,61,20.56,22.82,256.5,133,132,42.51,42.55
0,298,55.5,40.86,18.42,18.11,299.5,56.5,41.37,18.03,20.34,227,13.1,10.74,227,13.68,10.98,417,410.5,76,64.14,40.71,26.09,25.34,419,415,75,63.47,41.01,25.63,25.71,352.5,70,21.96,27.3,353,70,24.58,26.25,268,155.49,161.45,45.17,45.81
1,273,49,35.85,18.29,16.52,278,52,35.56,19.46,16.77,209,9.67,9.03,215,12.85,9.29,381,376,65,54.49,35.38,19.67,21.54,379,374,65,54.96,36.78,19.43,22.76,314,58,17.86,19.77,371.7,66.43,21.81,21.87,228.5,131,133,41.11,41.87
1,290,54.5,38.39,21.28,17.47,301,55,36.91,21.95,18.01,252.39,15.02,10.83,221,14.46,11.9,403,397.5,71,59.69,39.3,24.56,26.72,403,399,70,58.67,39.66,24.21,26.27,341.5,63,22.93,25.18,338,62,24.37,27,262.5,142,162.43,45.39,43.84
1,281.5,60,40.02,21.07,19.83,331.85,57.6,38.48,18.83,19.64,220,13.83,11.26,223.5,14.73,10.97,398,392,72,60.9,40.75,23.8,26.02,399,393.5,73,62.21,40.67,24.2,25.62,337,66.5,20.83,24.15,342,66,21.38,24.06,269,135,137,45.82,46.62
1,281.5,52,35.27,18.84,17.83,288,53,34.7,20.39,18.62,221.5,13.39,9.95,219,13.22,10.42,389,386,67,56.51,35.64,24.28,23.06,390.5,386,66.5,56.5,35.81,25.35,23.62,330,62,21.06,25.74,329,62,18.75,22.8,251,133,134,41.45,41
0,325,58,42.73,19.55,18.58,330.5,59,45.34,19.83,20.05,249,14.34,10.55,248,14.33,11.33,448,440,84.35,58.35,43.21,24.74,29.85,446.5,438,77,67.33,42.66,25.16,31.8,373,68.5,24.81,29.84,374,70,25.59,27.66,269.5,159.31,148,49.42,49.49
1,303,54,39.57,21.58,17.83,311,53,39.29,22.9,19.81,223,13.41,10.67,232,13.85,10.82,422,417,72,62.13,41.39,25.25,29.18,423.5,417,72,62.05,41.25,22.65,28.54,345,66,22.18,26.52,349,67,21.72,23.81,278,143,141,46.84,46.25
0,295.5,57,42.75,20.46,19.31,301,58,42.03,21.26,18.35,232,13.41,9.97,237,14.28,10.71,421.5,419,76,66.25,42.24,25.12,28.12,416,414,76,66.44,42.62,24.29,27.96,355,70,22.63,30.18,359,71,21,27.52,251,152.77,142,46.15,46.78
0,306,57,43.57,20.92,17.84,359.19,51.36,37.9,20.17,22.23,241.5,13.32,10.86,217.16,13.8,11.01,414.5,412,77,67.75,41.66,28.64,28.73,413,411,79,67.54,40.88,26.27,29.21,362,73,22.44,28.33,362,73,22.49,27.56,275,145,143,46.62,45.47
0,329,58,44.49,21.17,19.64,273.54,65.61,41.56,17.64,21.78,252,13.67,11.04,251.5,14.14,11.98,457,454,79,69.34,45.09,24.51,31.2,455.5,452,78.5,67.8,43.54,24.78,31.05,395,72,25.26,27.24,400,72.5,25.46,26.72,273.5,140.7,145,47.3,48.57
1,298.5,54,37.93,21.7,19.49,300,55,42.93,21.96,19.59,250.89,14.77,11.25,227,12.18,11.49,448.15,468.31,74.21,67.76,42.7,28.13,26.53,416,409.5,72.5,62.38,40.04,22.25,26.47,342,64,20.33,25.06,344,66,21.64,23.78,271,150,151,43.33,46.13
1,304,52,39.62,19.88,17.35,309,53,39.19,20.61,17.07,229,12.15,11.19,229,12.66,11.15,428,424,71,60.13,39.68,22.88,27.68,428,424,71,60.26,40.27,21.45,28.46,366,63,20.72,23.76,367,64,20.66,24.07,247,141,140,44.65,45.44
0,317,55,41.3,18.98,16.94,324,56,41.86,18.88,17.81,218.74,13.76,13.27,254,13.2,10.53,439,435.5,73,62.68,41.68,25.79,30.62,436,431.5,73,62.89,41.25,24.09,31.66,366,65.5,23.19,27.27,370,67,22.96,27.58,254,146,143,46.33,46.87
0,309.5,56.5,42.27,18.49,19.79,283.71,53.24,50.36,18.96,23.35,240.5,14.56,10.57,237,15.08,11.05,431,428,74,65.91,43.97,25.37,27.32,422,418,77,64.66,45.45,25.42,27.76,360,70,23.8,23.5,355,71,22.18,24.44,278,156,155,50.44,51.19
0,306,56.5,41.22,20.19,17.84,303.5,56.5,41.67,20.76,17.95,235,11.99,10.97,232.5,12.53,11.86,414.5,411,73,61.68,43.21,29.57,26.19,406.5,403.5,74,64.07,43.41,26.66,26.06,344,67,24.4,28.93,345,67,24.14,27.1,257,146,162.25,46.85,47.97
0,295,56,41.68,20.79,18.85,297,57,41.64,21.3,19.43,233,13.16,10.56,236,12.34,11.02,410.5,407,75,64.85,42.24,27,27.17,405,402,77,67.73,41.77,26.29,27.94,352,66.5,25.53,27.15,359,71,22.81,25.08,250.5,142,144,47.08,44.64
0,319,59,43.76,20.77,18.6,320,59,45.25,22.95,19.53,246.5,11.26,9.97,244.5,12.41,11,445,441,77,66.73,44.49,22.35,26.39,443.5,438.5,78,68.53,45.17,23.66,26.6,372,70,21.03,24.89,374,72.5,21.79,24.61,265,163.04,143.98,50.67,52.02
0,320,60.5,43.1,19.27,17.46,320,61,40.85,20.45,17.56,257,12.63,10.37,259,12.87,10.42,465,460,80.5,70.98,42.83,25.65,27.13,459,455,80,69.42,42.72,30.1,28.94,382,74,21.34,28.5,373,74,22.99,27.89,277.5,155.14,146,48.49,48.64
0,299,61,40.33,20.01,20.83,302,61.5,41.14,20.8,18.95,209.15,12.48,10.27,244,12.16,10.64,430,429,78,67.15,44.15,26.19,31.63,434,432.5,78,67.08,43.58,24.48,30.63,368,71,25.41,28.1,367,70,24.08,26.86,276,154,154,49.92,49.08
1,298,52,38.42,17.07,18.04,303,54,38.61,18.63,18.74,240.89,13.23,10.63,224,11.86,9.71,436.94,382.95,75.27,73.04,46.9,26.43,27.85,413,409.5,70,59.38,36.88,23.92,24.25,344,64,19.25,26,346,63,18.8,24.08,267,144,146,41.3,41.9
1,278,54,37.54,20.85,17.24,284.5,55,36.58,19.87,18.05,212,14.33,10.21,217,14.43,10.8,408,405,74,62.74,38.53,24.18,25.87,403.5,399,74,61,38.09,23.45,24.76,337.5,67,21.39,24.89,338.5,66,20.48,24.12,260,147,145,43.86,43.57
1,297,56,39.94,18.59,18.29,302,57.5,39.4,20.01,17.93,231.5,11.81,9.87,233,14.35,9.75,439,437,72,60.46,39.25,25.75,25.07,437,434,73,61.07,39.72,25.37,25.19,367.5,67,19.78,27.09,370,69,20.15,25.53,283,161,159,44.19,46.04
1,289,50,37.51,19.39,16.83,295,50,37.28,20.2,16.97,232.69,13.91,11.3,218.5,12.37,11.06,421,416,69,58.58,37.67,23.62,25.2,423,418,70,59.61,37.84,22.45,25.56,338,64,20.37,23.1,339,64,20.24,23.53,257,143,143,43.9,43.85
1,301.5,52,36.61,20.26,18.5,305,53,36.94,20.48,17.12,235,11.36,12.07,240.5,12.04,13.09,436.5,431.5,73,62.35,39.53,24.45,26.08,436,430.5,73,60.67,39.65,24.91,26.54,367,68,25.43,30.12,308.35,67.53,22.61,30.27,263.5,146,147,45.1,46
0,266.13,57.98,49.54,16.33,18.56,329.5,60,44.23,22.31,19.36,206.36,13.17,13.12,264.67,16.13,14.41,469.5,466,79.5,67.9,44.01,23,31.06,465.5,461,80,69.32,44.42,24.34,30.7,390,73,24.94,29.72,388,70,25.03,28.67,263,152,150,49.74,48.94
1,297,54,36.91,18.59,17.27,300.5,57,38.38,22.26,18.04,237.77,14.26,12.87,240.31,13.19,10.49,429,419.5,72,59.15,37.22,22.37,27.88,432,429,66,55.89,36.85,22.27,28.05,355.5,63,20.93,25.51,357,62,20.99,24.3,260,135.42,146.55,42.66,41.91
1,271,46,35.67,20.15,17.16,277,46,34.92,19.26,17.42,218,11.53,10.26,216,12.56,9.65,356.53,398.16,65.51,71.35,44.34,26.03,29.8,387,383,69.5,56.68,37.37,23.49,24.21,327,62,20,22.39,325.5,62,19.62,22.2,235,143,141,42.08,43.24
1,305,57,40.07,21.94,18.99,307,57,39.07,20.8,19.66,240,12.78,11.09,238.5,12.74,12.16,435,430,72.5,59.96,42.67,25.08,27.32,434,428,74,62.9,42.48,26.19,26.9,363,66.5,22.11,25.04,366.5,69,21.99,23.6,284,156,154,49.83,47.76
0,333.5,58,43.38,20.98,17.96,311.4,58.21,45.76,20.61,17.16,260,14.28,12.01,262.5,15.32,12.1,458.5,456,84,73.37,47.08,26.65,29.81,451.93,435.09,79.96,62.18,46.24,25.5,28.38,380,78,23.41,28.52,363.26,74.2,21.97,22.01,292.5,160,159,51.74,51.73
0,317.5,60.5,44.06,22.91,20.9,325,61,46.59,23.25,21.73,245,15.25,11.88,249.5,17.57,12.23,457.5,454,82,71.54,45.27,27.66,29.87,442.87,367.81,82.53,76.2,42.26,28.23,27.96,383,73,25.55,30.15,383,73,24.94,23.98,272,161,158,50.71,50.41
0,319,60,44.65,21.64,18.94,321,61,44.82,21.84,20.82,250,13.08,12.04,253,15.29,11.71,450,448,81,69.49,46.51,24.02,31.83,452,449,81,69.76,46.73,26.25,30.96,380,74,24.99,31.54,381,74.5,23.44,31.41,277,148.15,149,52.47,53.23
1,291,55,39.08,24.51,19.1,296,54,39.66,24.55,19.5,234,13.07,10.34,235,12.5,10.76,423,416.5,70,60.35,37.22,23.67,25.17,419,414,69,61.91,38.69,22.75,24.77,362,63,20.43,25.7,358,62,20.43,23.39,262,146,143.05,43.25,57.48
1,273,48,35.04,20.18,16,282.5,49,36.96,20.76,16.64,215.17,15.52,10.71,209,12.98,10.01,378,376,69,57.96,36.14,22.03,23.75,378.5,376,68.5,58.8,36.92,22.89,22.68,318,61,20.57,21.95,319,60,20.58,20.54,258,133,135,41.66,41.83
1,278,52,37.59,19.54,18.37,278.79,64.19,40.37,23.9,21.14,216,11.1,9.92,219,12.25,9.81,398,394,68,55.88,39.49,23.97,24.54,392,389,69,59.24,39.47,23.68,24.88,330,64,19.2,28.02,327.5,65,20.93,25.66,271.5,143,140,44.9,44.92
1,261.5,44,35.11,17.63,16.59,265,45,35.33,19.55,16.48,201,11.38,9.51,203,12.45,10.37,384,372,64,57.03,34.27,21.2,25.82,380.5,372,62,53.21,34.16,21.46,26.38,317,59,19.05,22.06,318,57,19.57,22.02,245,129,134,38.64,38.64
1,306.73,52.68,40.16,21.21,20.85,271.5,46,33.83,19.95,18.48,242.05,14.31,9.9,214,11.91,10.41,386.5,381.5,64,55.01,36.43,20.9,24.72,385.5,383,64,54.45,36.53,20.42,24.24,325,59,18.54,23.34,323,58,19.28,21.17,249,138,135,41.49,40.98
1,280.5,46,34.81,16.61,14.9,310.28,59.76,34.63,21.51,19.7,264.21,11.16,10.68,235.61,12.59,11.52,393,388.5,62,52.53,36.18,23.07,21.97,387,386,64,55,35.95,22.73,23.4,318,56,18.87,21.77,324,57,20.11,21.65,241,183.07,164.33,42.53,41.78
0,301,54.5,42.26,17.82,16.63,304.5,57.5,44.52,18.83,19.99,223,12,10.68,225,10.32,10.65,421,419.5,76,64.74,41.88,27.5,24.07,417.5,415,76,63.37,41.76,25.8,24.14,358,67,21.95,28.14,361,63,21.89,25.28,271.5,141,145,47.74,46.59
1,278,49,37.36,18.13,16.08,286,48,36.87,17.95,18.19,214,11.49,9.43,246.75,16.76,11.28,395,391,84.69,71.76,38.33,23.14,24.44,390.5,388,68,57.95,38.03,22.87,25.04,336,60.5,24.57,22.46,359.36,72.47,21.71,23.38,256,134,136,43.98,43.26
1,270,50,35.67,20.6,18.96,274.5,50.5,36.57,20.75,18.53,204.5,11.13,10.88,207,12.23,10.45,375.5,373,68,57.51,35.57,22.95,26.08,377,375.5,67.5,57.53,35.58,23.24,25.8,319,60,18.86,24.79,317.5,62,21.31,23.53,243,129,131,41.77,41.69
1,286,47,36.54,19.01,18.3,291.5,48,36.27,20.16,17.15,224,12.88,9.71,215,13.03,10.24,410,408,68,58.7,35.81,21.64,28.28,405.5,402,67,57.99,36.28,21.8,26.73,328,62,20.77,25.11,330,62,20.07,23.34,251.5,131,133,41.79,41.06
0,312.5,60.5,39.17,18.63,18.59,311.5,60.5,41.1,21.66,19.42,242.5,12.62,10.75,245,12.48,11.55,431.5,429,76,65.58,42.6,24.82,26.86,428,425.5,77,64.78,43.24,24.85,26.62,370,68.24,22.58,29.19,375,71,24,27.1,267,147.76,148,48.85,49.03
0,286,52,37.82,21.04,17.25,335.31,70.61,45.17,15.02,19.13,218,12.5,9.67,240.94,15.79,11.93,389.5,388,69,58.5,37.63,21.89,23.35,389,388,68,58.79,36.5,22.25,23.13,323,60.5,20.53,23.8,324,61,21.85,19.51,265,143,143,42.65,43.15
